name,price,tracking_method,connection_type,max_dpi,hand_orientation,color,purpose,performance_score
Razer Naga Hex Wraith Red Edition,72.33,Laser,Wired,5600.0,Right,Red / Black,Mid-Range Gaming,33.33
Logitech M600,68.49,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Thermaltake MO-TRN006DT,73.01,Laser,Wired,5600.0,Both,Black,Mid-Range Gaming,33.33
Microsoft 72R-00002S,66.61,Laser,Bluetooth Wireless,3200.0,Both,Black / Gray,Portable,45.33
Thermaltake MO-SPH008DT,28.9,Optical,Wired,3500.0,Both,Black,Office/Budget,29.83
HP DY651A,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Cyborg R.A.T.7 Infection,46.73,Laser,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Cyborg R.A.T. 3,34.3,Optical,Wired,3500.0,Right,Black,Mid-Range Gaming,29.83
Mad Catz EOV440620002/06/1,43.24,Laser,Bluetooth Wireless,1600.0,Both,Black,Portable,42.67
Gear Head OM900P,25.99,Optical,Wired,800.0,Both,Silver / Black,Office/Budget,25.33
Ergoguys RTM-083,19.86,Optical,Wired,800.0,Both,Green,Office/Budget,25.33
Targus AMW06005US,25.43,Optical,Wireless,3200.0,Both,Silver / Black,Office/Budget,45.33
Microsoft Mobile Mouse 1000,28.5,Optical,Wireless,1000.0,Both,Blue,Office/Budget,41.67
Verbatim 96673,21.65,Laser,Wired,1600.0,Both,Silver / Black,Office/Budget,26.67
Microsoft Mobile Mouse 4000,25.47,Optical,Wireless,3200.0,Both,Blue / Black,Office/Budget,45.33
SteelSeries Xai Medal of Honor Edition,40.08,Laser,Wired,3200.0,Both,Gray / Black,Mid-Range Gaming,29.33
Gigabyte GM-FORCE M9,23.19,Optical,Wireless,2000.0,Right,Black / Green,Office/Budget,43.33
Mionix Naos 3200,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Gigabyte GM-FORCE M9 ICE,77.64,Laser,Wireless,2000.0,Right,Black,Portable,43.33
Mionix NAOS 5000,44.54,Laser,Wired,5040.0,Right,Black,Mid-Range Gaming,32.4
SteelSeries 62022,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Fujitsu FPCMO16AP,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
A4Tech WUT-13,83.26,Trackball,Wired,3200.0,Right,Gray,Mid-Range Gaming,29.33
Mad Catz CCB4370300B2/04/1,34.3,Optical,Wired,3500.0,Right,Black,Mid-Range Gaming,29.83
A4Tech G7-750D,54.55,Optical,Wireless,3200.0,Right,Gray / Black,Portable,45.33
Mad Catz CCB4370800B1/04/1,79.08,Laser,Wired,6400.0,Right,Black,Mid-Range Gaming,34.67
A4Tech G9-530HX,28.51,Laser,Wireless,2000.0,Both,Gray / Black,Office/Budget,43.33
Mad Catz CCB437130002/04/1,65.8,Laser,Wired,6400.0,Both,Black,Mid-Range Gaming,34.67
Logitech 910-003152,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
A4Tech XL-747H,63.85,Laser,Wired,3600.0,Both,Black,Mid-Range Gaming,30.0
SteelSeries Kana,56.87,Optical,Wired,3200.0,Both,Black / Orange,Mid-Range Gaming,29.33
ROCCAT Savu,54.05,Optical,Wired,4000.0,Right,Black,Mid-Range Gaming,30.67
Rosewill RM-7600,20.94,Optical,Wireless,1600.0,Both,Black / Red,Office/Budget,42.67
Gear Head OM3400U,19.96,Optical,Wired,400.0,Both,Black,Office/Budget,24.67
Ergoguys MIBRU-002,46.73,Laser,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Ergoguys MIBRU-001,21.23,Optical,Wired,2400.0,Both,Red / Black,Office/Budget,28.0
Razer Orochi Mobile,44.62,Laser,Wireless,2000.0,Both,Black,Portable,43.33
Ergoguys EMO11-BL,37.63,Optical,Wired,1000.0,Right,Black,Mid-Range Gaming,25.67
Belkin F5M005q,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Gear Head MP1700BLU,28.21,Optical,Wireless,800.0,Both,Blue,Office/Budget,41.33
SteelSeries 62023,13.45,Optical,Wired,3200.0,Both,Yellow / Black,Office/Budget,29.33
Mad Catz SM34361100A1/04/1,38.69,Optical,Wired,3200.0,Both,White,Mid-Range Gaming,29.33
Cherry MW-2800-5,107.56,Optical,Wired,3200.0,Both,Blue,Mid-Range Gaming,29.33
SteelSeries 62020,14.28,Optical,Wired,3200.0,Both,Silver / Black,Office/Budget,29.33
Gear Head OM4000W-CP10,66.22,Optical,Wireless,3200.0,Both,Black / Silver,Portable,45.33
Gear Head MP1800RED,30.56,Optical,Wireless,800.0,Both,Red,Portable,41.33
SteelSeries 62041,11.41,Optical,Wired,3200.0,Both,Blue / Black,Office/Budget,29.33
Microsoft RVF-00030,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Microsoft 5CJ-00003,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
Microsoft 5AJ-00006,24.04,Optical,Wired,1000.0,Both,White / Gray,Office/Budget,25.67
SteelSeries 62016,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Cherry MW-2800-2,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Epic Gear EGMA1H-OB,66.12,Laser,Wired,6000.0,Right,Black,Mid-Range Gaming,34.0
Microsoft L2 Mobile Mouse 3500 Artist Ho,25.36,Optical,Wireless,3200.0,Both,White / Black,Office/Budget,45.33
SteelSeries Sensei Pro MLG Edition,76.91,Laser,Wired,8200.0,Both,Gray / Black,Mid-Range Gaming,37.67
Microsoft L2 Mobile Mouse 3500 Artist McClure,26.42,Optical,Wireless,3200.0,Both,Pink / Black,Office/Budget,45.33
Microsoft L2 Mobile Mouse 3500 Artist Lyon,24.99,Optical,Wireless,3200.0,Both,Purple / Black,Office/Budget,45.33
Microsoft L2 Mobile Mouse 3500 Artist Zansky,25.36,Optical,Wireless,3200.0,Both,Yellow / Black,Office/Budget,45.33
Microsoft L2 Mobile Mouse 3500 Artist James,31.52,Optical,Wireless,3200.0,None,White / Black,Portable,45.33
Genius Pen Mouse,17.01,Optical,Wireless,1200.0,Both,Silver / Black,Office/Budget,42.0
A4Tech v5,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
A4Tech v3,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
HP GD527AV,54.05,Optical,Wired,400.0,Both,Black / Silver,Mid-Range Gaming,24.67
Microsoft L2 Sculpt Touch Mouse,79.0,Optical,Bluetooth Wireless,3200.0,Both,Gray / Black,Portable,45.33
A4Tech G7-100-D,21.59,Optical,Wireless,1000.0,Both,Gray / Black,Office/Budget,41.67
Toshiba PA3844U-1ETB,69.89,Optical,Wireless,3200.0,Both,Black / Gray,Portable,45.33
Targus AMW58US,48.49,Laser,Bluetooth Wireless,3200.0,Both,Black,Portable,45.33
Microsoft S9J-00009,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
A4Tech G9-330H-2,69.22,Optical,Wireless,2000.0,Both,Black / Silver,Portable,43.33
A4Tech G9-110H-2,29.73,Optical,Wireless,3200.0,Both,White / Silver,Office/Budget,45.33
A4Tech G9-110H-1,33.44,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Logitech T620,68.49,Optical,Wireless,3200.0,Both,Black,Portable,45.33
A4Tech G9-370HX-1,33.26,Optical,Wireless,3200.0,Both,Black,Portable,45.33
A4Tech G7-310D-2,69.22,Optical,Wireless,2000.0,Both,Black / Silver,Portable,43.33
Interlink VP6156,55.08,Optical,Bluetooth Wireless,3200.0,Both,Gray / Black,Portable,45.33
A4Tech D-730FX,26.91,Optical,Wired,1600.0,Right,Black,Office/Budget,26.67
Gear Head MP2325BLK,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Gear Head MP2125BLU,115.63,Optical,Wireless,1000.0,Both,Black / Blue,Portable,41.67
Microsoft 2CF-00041,31.28,Optical,Wireless,1000.0,Both,Red,Portable,41.67
Gyration Air Mouse Mobile,29.42,Laser,Wireless,3200.0,Both,Gray / Black,Office/Budget,45.33
Microsoft PL2 ARC Touch Mouse,34.64,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Microsoft L2 Wireless Mouse 2000,68.49,Optical,Wireless,3200.0,Both,Black,Portable,45.33
A4Tech D-600X,13.71,Optical,Wired,1600.0,Both,Black,Office/Budget,26.67
Microsoft L2 Mobile Mouse 1000,25.57,Optical,Wireless,3200.0,Both,Pink,Office/Budget,45.33
A4Tech G11-570HX-4,23.82,Optical,Wireless,2000.0,Right,Black / Red,Office/Budget,43.33
A4Tech D-530-FX2,16.87,Optical,Wired,1600.0,Both,Black / Gray,Office/Budget,26.67
Logitech 910-002730,20.72,Optical,Wireless,1000.0,Both,White / Silver,Office/Budget,41.67
A4Tech D-500F,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
Logitech 910-002727,13.95,Optical,Wireless,1000.0,Both,Red / White,Office/Budget,41.67
A4Tech D-530-FX1,15.12,Optical,Wired,1600.0,Both,Gray / Black,Office/Budget,26.67
Logitech 910-003153,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
A4Tech D-70FX,26.91,Optical,Wired,1600.0,Right,Black,Office/Budget,26.67
Mad Catz CCB437130002/04/1DUP,91.9,Laser,Wired,6400.0,Right,Black / Orange,Mid-Range Gaming,34.67
SteelSeries Kana CounterStrike GO,13.76,Optical,Wired,1600.0,Both,Gray / Silver,Office/Budget,26.67
A4Tech G9-530HX-2,69.89,Optical,Wireless,3200.0,Both,Black / Gray,Portable,45.33
Cyborg R.A.T.7 Albino,62.58,Laser,Wired,6400.0,Right,White,Mid-Range Gaming,34.67
Verbatim 97786,97.49,Optical,Wireless,3200.0,Right,Black / Silver,Portable,45.33
Verbatim 97783,55.34,Optical,Wireless,3200.0,Right,Purple / Black,Portable,45.33
Verbatim 97785,55.36,Optical,Wireless,3200.0,Right,Blue / Black,Portable,45.33
Verbatim 97784,49.1,Optical,Wireless,3200.0,Right,Red / Black,Portable,45.33
Kensington K72422AM,26.12,Optical,Wireless,3200.0,Right,Red,Office/Budget,45.33
Kensington K72424AM,25.95,Optical,Wireless,3200.0,Right,Green,Office/Budget,45.33
Microsoft 4PA-00003,14.69,Optical,Wired,3200.0,Both,Silver,Office/Budget,29.33
Cobra E-3lue,13.71,Optical,Wired,1600.0,Both,Black,Office/Budget,26.67
Anker AK-98ANDS2368-BA,86.26,Laser,Wired,8000.0,Right,Black,Mid-Range Gaming,37.33
Mad Catz MMO7,62.2,Laser,Wired,6400.0,Right,Black / Red,Mid-Range Gaming,34.67
Mad Catz M.M.O.7,62.58,Laser,Wired,6400.0,Right,White,Mid-Range Gaming,34.67
Mad Catz R.A.T. M,124.68,Laser,Bluetooth Wireless,6400.0,Right,Black,Portable,50.67
A4Tech D-810FX,26.91,Optical,Wired,1600.0,Right,Black,Office/Budget,26.67
A4Tech G10-730H,28.42,Optical,Wireless,2000.0,Right,Black,Office/Budget,43.33
Adesso IMOUSE G25,25.99,Laser,Wireless,1600.0,Right,Black,Office/Budget,42.67
Adesso iMouse M20,81.03,Laser,Wireless,1500.0,Right,Black,Portable,42.5
Asus GX810,44.23,Laser,Wireless,3200.0,Both,Black,Portable,45.33
Asus WT460,47.03,Optical,Wireless,1600.0,Right,Blue,Portable,42.67
Asus GX850,44.64,Laser,Wired,5000.0,Right,Black,Mid-Range Gaming,32.33
Asus GX950,90.33,Laser,Wired,8200.0,Right,Black,Mid-Range Gaming,37.67
Razer 879862006228,31.32,Optical,Wired,6400.0,Both,Black / Yellow,Mid-Range Gaming,34.67
Razer Lachesis Phantom (White),91.54,Laser,Wired,4000.0,Both,Black / White,Mid-Range Gaming,30.67
Razer RZ01-00220100-R3K1,20.37,Laser,Wired,1800.0,Both,Black / White,Office/Budget,27.0
Razer Spectre StarCraft II Heart of the Swarm,53.95,Laser,Wired,5600.0,Both,Silver,Mid-Range Gaming,33.33
Razer Naga Hex League of Legends Edition,78.62,Laser,Wired,5600.0,Right,Black,Mid-Range Gaming,33.33
Logitech G100 Glossy,25.71,Optical,Wired,2500.0,Both,Black,Office/Budget,28.17
Logitech G100 Matte,43.42,Optical,Wired,2500.0,Both,Black / Gold,Mid-Range Gaming,28.17
Logitech 910-003409,29.85,Laser,Wired,1000.0,Right,Black,Office/Budget,25.67
Gigabyte GM-M6980X,78.62,Laser,Wired,5600.0,Right,Black,Mid-Range Gaming,33.33
Gigabyte Aivia Neon,48.32,Laser,Wireless,1200.0,Right,Black,Portable,42.0
Mad Catz M.O.U.S. 9,101.25,Laser,Bluetooth Wireless,3200.0,Right,White,Portable,45.33
Cobra 6958012201301,32.57,Optical,Wired,1600.0,Right,Black / Blue,Mid-Range Gaming,26.67
Cobra TARRASQUE GLARE,52.57,Optical,Wired,3600.0,Right,Multicolor,Mid-Range Gaming,30.0
Cobra AZZOR,32.57,Optical,Wired,1600.0,Right,Black / Blue,Mid-Range Gaming,26.67
Cobra 9897005950239,32.57,Optical,Wired,1600.0,Right,Black / Blue,Mid-Range Gaming,26.67
Cobra 9897005984104,32.57,Optical,Wired,1600.0,Right,Black / Blue,Mid-Range Gaming,26.67
Cobra Horizon,20.62,Optical,Wireless,1750.0,Both,Multicolor,Office/Budget,42.92
Cobra cobra II,22.42,Optical,Wired,1600.0,Right,Multicolor,Office/Budget,26.67
Gear Head LM6000U-CP10,23.36,Laser,Wired,1600.0,Both,Black,Office/Budget,26.67
Gear Head MP1550RU,15.95,Optical,Wired,800.0,Both,Black / Silver,Office/Budget,25.33
Gear Head MP2120RED,15.32,Laser,Wireless,3200.0,Both,Red / Black,Office/Budget,45.33
Gear Head MP2225RED,33.47,Optical,Wireless,1000.0,Both,Red / Black,Portable,41.67
Gear Head MP2650BLU-CP10,79.18,Optical,Wireless,1600.0,Right,Black / Blue,Portable,42.67
Gear Head MP2750RED-CP10,63.63,Optical,Wireless,3200.0,Right,Black / Red,Portable,45.33
Gear Head MP2950PUR-CP10,59.47,Optical,Wireless,3200.0,Right,Black / Purple,Portable,45.33
Gear Head MP3500WT,68.49,Optical,Wireless,3200.0,Both,Black,Portable,45.33
Gear Head MP3750MAC,77.69,Optical,Wireless,1000.0,Both,Black / Silver,Portable,41.67
Gear Head MPT3100BLU-CP10,88.45,Optical,Wireless,3200.0,Right,Black / Blue,Portable,45.33
Gear Head MPT3200RED-CP10,63.63,Optical,Wireless,3200.0,Right,Black / Red,Portable,45.33
Gear Head MPT3300BLK-CP10,61.88,Optical,Wireless,3200.0,Right,Black,Portable,45.33
Gear Head OM3000U,51.03,Optical,Wired,800.0,Both,Black / Silver,Mid-Range Gaming,25.33
Genius Maurus,34.3,Optical,Wired,3500.0,Right,Black,Mid-Range Gaming,29.83
Genius DeathTaker,146.28,Laser,Wired,5700.0,Right,Black / Silver,Mid-Range Gaming,33.5
Genius Gila,42.48,Optical,Wired,8200.0,Right,Black / Red,Mid-Range Gaming,37.67
Genius 31030042109,36.47,Laser,Wireless,1200.0,Both,Black,Portable,42.0
Genius Traveler 900S,18.07,Optical,Wireless,1200.0,Both,Gray,Office/Budget,42.0
Genius Wireless Comfortable Pen Mouse,89.22,Optical,Wireless,1200.0,Both,Black / Silver,Portable,42.0
Genius Ergo 9000,69.74,Optical,Wireless,1200.0,Right,Black / Silver,Portable,42.0
Genius Traveler 6000X,16.04,Optical,Wireless,1200.0,Both,Black,Office/Budget,42.0
Genius Traveler 9010LS,48.27,Laser,Wireless,1600.0,Both,Black,Portable,42.67
Genius NX-ECO,19.08,Optical,Wireless,1600.0,Both,Black,Office/Budget,42.67
Genius Traveler 9000,36.0,Laser,Wireless,1200.0,Both,Black / Red,Portable,42.0
A4Tech D-110-1,19.99,Laser,Wired,1000.0,Both,Black,Office/Budget,25.67
Cherry AZURO,48.62,Optical,Wireless,1000.0,Right,Blue,Portable,41.67
Chester Creek Technologies LittleMouse,16.55,Optical,Wired,800.0,Both,Multicolor,Office/Budget,25.33
Cisco XPACC-MSE-G=,29.97,Optical,Wired,3200.0,Both,Gray,Office/Budget,29.33
Ergoguys KOV-GTM-B,79.0,Laser,Wireless,3200.0,Right,Black / Silver,Portable,45.33
Ergoguys WWT-13,78.43,Trackball,Wired,3200.0,Right,White / Blue,Mid-Range Gaming,29.33
Ergoguys XL-750BK,57.52,Laser,Wired,3600.0,Right,Black,Mid-Range Gaming,30.0
Fujitsu FPCMO17,20.06,Optical,Wired,3200.0,None,Silver,Office/Budget,29.33
Gigabyte GM-FORCE M7,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
IOGEAR E7,23.26,Optical,Wireless,2000.0,Both,Black,Office/Budget,43.33
Kensington 72337,38.99,Trackball,Wired,3200.0,Both,Black / Blue,Mid-Range Gaming,29.33
Kensington 72339,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Kensington 777785585663,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Kensington SureTrack,31.42,Optical,Bluetooth Wireless,3200.0,Both,Black,Portable,45.33
Key Ovation KOV-GTM-L,49.58,Optical,Wired,1000.0,Left,Black / Silver,Mid-Range Gaming,25.67
Lenovo 0A36407,40.09,Laser,Bluetooth Wireless,1200.0,Both,Black / Red,Portable,42.0
Lenovo 57Y6596,18.11,Optical,Wired,1000.0,Both,Black / Red,Office/Budget,25.67
Logisys M-COUPE,16.55,Optical,Wired,800.0,Both,Silver,Office/Budget,25.33
Microsoft 2CF-000027,19.23,Optical,Wireless,1000.0,Both,Blue / White,Office/Budget,41.67
Microsoft 2CF-00008,50.64,Optical,Wired,1000.0,Both,Black / Silver,Mid-Range Gaming,25.67
Microsoft 2CF-00021,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Microsoft 43U-00001,29.99,Optical,Wireless,3200.0,Both,Black,Office/Budget,45.33
Microsoft Optical 100 Mice,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
Microsoft Wireless Mobile Mouse 3500 Artist Oh Joy 4,34.47,Optical,Wireless,3200.0,Both,Multicolor,Portable,45.33
Microsoft Wireless Mobile Mouse 3500 Artist Saksi 4,34.47,Optical,Wireless,3200.0,Both,Multicolor,Portable,45.33
Microsoft Wireless Mobile Mouse 3500 Artist Cheuk 4,34.47,Optical,Wireless,3200.0,Both,Multicolor,Portable,45.33
Microsoft Wireless Mobile Mouse 3500 Artist McClure 4,16.24,Optical,Wireless,3200.0,Both,Red / Black,Office/Budget,45.33
Microsoft Wireless Mobile Mouse 3500 Artist Lyon 4,34.47,Optical,Wireless,3200.0,Both,Multicolor,Portable,45.33
Microsoft Wireless Mobile Mouse 3500 Artist Scott 4,25.36,Optical,Wireless,3200.0,Both,White / Black,Office/Budget,45.33
Microsoft L2 Basic Optical Mouse,13.99,Optical,Wired,800.0,Both,White,Office/Budget,25.33
ROCCAT Kone,46.73,Laser,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Rosewill RM-7700,19.76,Optical,Wireless,1750.0,Both,Black / Yellow,Office/Budget,42.92
SMK-Link VP6156,74.33,Optical,Bluetooth Wireless,3200.0,Both,Black / Silver,Portable,45.33
Samsung AA-SM0P25B/US,19.08,Optical,Wireless,1600.0,Both,Black,Office/Budget,42.67
Samsung AA-SM3PWPS/US,24.81,Optical,Wireless,1600.0,Right,Black,Office/Budget,42.67
Sony VGPBMS11/S,37.02,Laser,Bluetooth Wireless,800.0,Both,Silver,Portable,41.33
SteelSeries Kana White,13.45,Optical,Wired,3200.0,Both,White / Black,Office/Budget,29.33
SteelSeries Guild Wars 2,45.81,Laser,Wired,5700.0,Both,Multicolor,Mid-Range Gaming,33.5
SteelSeries Call of Duty Black Ops II,70.16,Laser,Wired,3200.0,Both,Black / Red,Mid-Range Gaming,29.33
SteelSeries 813810014514,40.5,Laser,Wired,3200.0,Both,Multicolor,Mid-Range Gaming,29.33
SteelSeries Kinzu V2 Yellow,13.45,Optical,Wired,3200.0,Both,Yellow,Office/Budget,29.33
SteelSeries Kinzu V2 Silver,14.28,Optical,Wired,3200.0,Both,Silver / Black,Office/Budget,29.33
HP A0X35AA#ABA,48.27,Laser,Wireless,1600.0,Both,Black,Portable,42.67
HP H2L63UT,44.99,Optical,Wireless,3200.0,Both,Black,Portable,45.33
HP H3T50AA#ABA,19.08,Optical,Wireless,1600.0,Both,Black,Office/Budget,42.67
HP H6E52UT#ABA,48.27,Laser,Wireless,1600.0,Both,Black,Portable,42.67
HP LB420AA#ABA,19.49,Optical,Wireless,1750.0,Both,Gray,Office/Budget,42.92
HP LH571AA#ABA,114.19,Laser,Wireless,1600.0,Right,Black / Silver,Portable,42.67
HP LK006AA#ABA,16.04,Optical,Wireless,1200.0,Both,Black,Office/Budget,42.0
HP LR919AA#ABL,89.22,Optical,Wireless,1200.0,Both,Black / Silver,Portable,42.0
HP X7000,81.03,Laser,Wireless,1600.0,Right,Black,Portable,42.67
HP QY778AT,19.99,Laser,Wired,1000.0,Both,Black,Office/Budget,25.67
Targus 777785489039,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Targus 777785570133,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Targus AMW064US,32.22,Laser,Wireless,1200.0,Both,Beige,Portable,42.0
Targus TG-AMW51US,59.23,Laser,Wired,3200.0,Both,Black,Mid-Range Gaming,29.33
Toshiba PA3847U-1ETB,113.92,Laser,Bluetooth Wireless,1600.0,Both,Black / Silver,Portable,42.67
Zalman GM1,140.13,Laser,Wired,6000.0,Right,Black / Silver,Mid-Range Gaming,34.0
Cooler Master CM Storm Havoc,54.84,Laser,Wired,8200.0,Right,Black / Red,Mid-Range Gaming,37.67
ROCCAT Lua,25.03,Optical,Wired,2000.0,Both,Black,Office/Budget,27.33
Cobra SKU038144,32.57,Optical,Wired,1600.0,Right,Black / Blue,Mid-Range Gaming,26.67
Corsair Raptor M40,54.05,Optical,Wired,4000.0,Right,Black,Mid-Range Gaming,30.67
V7 Wireless Mobile Optical LED Mouse,17.03,Optical,Wireless,1600.0,Both,Black / Gray,Office/Budget,42.67
V7 Wireless Mobile Blue Trace Mouse,27.51,Laser,Wireless,1600.0,Both,Silver / Black,Office/Budget,42.67
V7 Wireless Full Size Blue Trace Mouse,44.62,Laser,Wireless,1600.0,Right,Black / Blue,Portable,42.67
Gear Head MP1950BLK,66.22,Optical,Wireless,3200.0,Both,Black / Silver,Portable,45.33
Gear Head MP2850BLK-CP10,61.87,Laser,Wireless,3200.0,Right,Black,Portable,45.33
Targus 777785570157,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
A4Tech G7-750N-1,23.14,Optical,Wireless,2000.0,Right,Black / Gray,Office/Budget,43.33
Corsair Raptor M30,54.05,Optical,Wired,4000.0,Right,Black,Mid-Range Gaming,30.67
Fujitsu FPCMO032AP,59.23,Laser,Wired,3200.0,Both,Black,Mid-Range Gaming,29.33
Gear Head MP2120BLU,15.61,Laser,Wireless,3200.0,Both,Blue,Office/Budget,45.33
i-rocks IR-7571L-BK,36.0,Laser,Wired,1600.0,Right,Black,Mid-Range Gaming,26.67
Ergoguys 0270-0030,32.77,Optical,Wired,400.0,Both,White,Mid-Range Gaming,24.67
ROCCAT ROC-11-700-R,69.52,Laser,Wired,8200.0,Right,Red / Black,Mid-Range Gaming,37.67
Lenovo 57Y6666,13.45,Optical,Wired,3200.0,Both,Beige / Black,Office/Budget,29.33
Zalman M250,16.87,Optical,Wired,1600.0,Both,Black / Gray,Office/Budget,26.67
Zalman M350 Combo,25.03,Optical,Wired,2000.0,Both,Black,Office/Budget,27.33
Zalman GM3,130.03,Laser,Wired,8200.0,Right,Black / Silver,Mid-Range Gaming,37.67
Cobra Mazer II,97.43,Optical,Wireless,2500.0,Right,Black / Blue,Portable,44.17
Cobra Cobra,22.42,Optical,Wired,1600.0,Right,White / Blue,Office/Budget,26.67
Cubeternet Cubeternet Bluetooth Optical mini Mouse,74.33,Optical,Bluetooth Wireless,3200.0,Both,Black / Silver,Portable,45.33
Zalman ZM-M250,16.87,Optical,Wired,1600.0,Both,Black / Gray,Office/Budget,26.67
SteelSeries World of Warcraft Wireless MMO Gaming Mouse,80.32,Optical,Wireless,8200.0,Right,Black / Gray,Portable,53.67
Zalman Eclipse,90.33,Laser,Wired,8200.0,Right,Black,Mid-Range Gaming,37.67
Adesso IMOUSE M30,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Adesso IMOUSE S20,24.81,Optical,Wireless,1500.0,Right,Black,Office/Budget,42.5
Genius X-G510,31.5,Optical,Wired,2000.0,Both,Black / Blue,Mid-Range Gaming,27.33
Toshiba PA3847U-1ETC,48.27,Laser,Wireless,1600.0,Both,Black,Portable,42.67
Asus UT210,77.7,Optical,Wired,1000.0,Both,Blue,Mid-Range Gaming,25.67
Gear Head 2.4 GHz Wireless Optical Nano Mouse,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Gear Head OM4750W,21.8,Optical,Wireless,1600.0,Right,Silver,Office/Budget,42.67
Gear Head OM6750W,21.13,Optical,Wireless,1600.0,Right,Black / Red,Office/Budget,42.67
Genius Cam Mouse,35.03,Optical,Wired,1200.0,Right,Black,Mid-Range Gaming,26.0
Genius 31030089101,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
HP Touch to Pair,29.59,Laser,Bluetooth Wireless,1600.0,Both,Multicolor,Office/Budget,42.67
V7 MV3010010-BLU-5NB,51.56,Optical,Wired,1000.0,Both,Black / Blue,Mid-Range Gaming,25.67
V7 MV3010010-RED-5NB,18.11,Optical,Wired,1000.0,Both,Black / Red,Office/Budget,25.67
V7 MV3010010-SIL-5NB,50.64,Optical,Wired,1000.0,Both,Black / Silver,Mid-Range Gaming,25.67
HP X4000b,48.49,Laser,Bluetooth Wireless,3200.0,Both,Black,Portable,45.33
HP x4000,44.23,Laser,Wireless,3200.0,Both,Black,Portable,45.33
Zowie FK,20.65,Optical,Wired,2300.0,Both,Black / Yellow,Office/Budget,27.83
Genius DeathKnight,43.25,Optical,Wired,3500.0,Right,Black / Red,Mid-Range Gaming,29.83
Genius x3,22.03,Optical,Wired,2000.0,Right,Black,Office/Budget,27.33
Genius GX310,22.03,Optical,Wired,2000.0,Right,Black,Office/Budget,27.33
HP Z4000,68.49,Optical,Wireless,3200.0,Both,Black,Portable,45.33
SHARKOON FireGlider,57.52,Laser,Wired,3600.0,Right,Black,Mid-Range Gaming,30.0
SteelSeries Kana Blade & Soul Limited Edition,56.87,Optical,Wired,3200.0,Both,Black / Orange,Mid-Range Gaming,29.33
Thermaltake eSPORTS Theron White,75.44,Laser,Wired,5600.0,Right,White,Mid-Range Gaming,33.33
Thermaltake eSPORTS Theron Green,71.25,Laser,Wired,5600.0,Right,Green,Mid-Range Gaming,33.33
Thermaltake eSPORTS Theron Red,72.4,Laser,Wired,5600.0,Right,Red,Mid-Range Gaming,33.33
Thermaltake eSPORTS Theron Black,75.94,Laser,Wired,5600.0,Right,Black / Red,Mid-Range Gaming,33.33
Func MS 3,57.45,Laser,Wired,5040.0,Right,Black / Red,Mid-Range Gaming,32.4
Cooler Master CM Storm Recon,43.34,Optical,Wired,4000.0,Both,White,Mid-Range Gaming,30.67
Logitech RX250,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
Sunbeam MS-X888,11.56,Optical,Wired,3200.0,Both,Red,Office/Budget,29.33
Wacom EC155W,107.36,Optical,Wireless,3200.0,Both,White,Portable,45.33
Cobra Ajazz Quake7,19.58,Optical,Wired,2400.0,Right,Black,Office/Budget,28.0
Dell 469-4227,121.8,Laser,Bluetooth Wireless,1000.0,Both,Black / Silver,Portable,41.67
